"date","time","token","type","amount","value_then","value_now","exchange_rate_then","tx","note"
"2020-06-10","18:03:04 GMT +00:00","BTC","received","0.01017886","$ 99.49","$ 96.36","$ 9,773.87","0072d89f608c839a59d975791b85aa3ac75fd64381574aeffcf36c4072b4f575",""
